Date,Time,Player,Nation,Days,Lap 1,Lap 2,Lap 3,Lap 4,Lap 5,Lap 6,Lap 7,Coins & Shrooms,Combination
Pre-release,1:08.713,SeLe,,<1,11.719,10.182,9.176,9.064,8.956,9.789,9.827,7-3-0-0-0-0-0,Morton,Splat Buggy
0-0-1-1-1-0-0,Slim,Super Glider
2017-04-28,1:08.519,Thomas,,<1,-,-,-,-,-,-,-,-,-,-
-,-,-
2017-04-28,1:07.618,Katta,,1,11.593,9.239,9.082,9.080,9.373,9.569,9.682,7-3-0-0-0-0-0,Morton,Streetle
0-1-1-1-0-0-0,Roller,Parachute
2017-04-29,1:06.908,Katta,,1,11.604,9.903,8.969,8.864,8.877,9.176,9.515,7-3-0-0-0-0-0,Purple Inkling Girl,Streetle
0-0-1-1-1-0-0,Roller,Parachute
2017-04-30,1:06.362,Katta,,<1,11.492,9.875,8.859,8.790,8.778,9.125,9.443,7-3-0,Orange Inkling Girl,Pipe Frame
0-0-1-1-1-0-0,Roller,Cloud Glider
2017-04-30,1:06.012,Katta,,2,11.449,9.792,8.855,8.764,8.787,9.043,9.322,7-3-0-0-0-0-0,Green Inkling Girl,Pipe Frame
0-0-1-1-1-0-0,Azure Roller,Cloud Glider
2017-05-02,1:05.576,Katta,,<1,-,-,-,-,-,-,-,-,-,-
-,-,-
2017-05-02,1:05.487,Katta,,1,-,-,-,-,-,-,-,-,-,-
-,-,-
2017-05-03,1:05.251,Chim,,2,11.385,9.246,8.981,8.652,8.695,8.914,9.378,-,Baby Daisy,Biddybuggy
-,Leaf Tires,Cloud Glider
2017-05-05,1:04.898,Chim,,3,11.392,9.198,8.546,8.532,8.547,9.318,9.365,7-3-0-0-0-0-0,Baby Daisy,Biddybuggy
0-0-1-1-1-0-0,Leaf Tires,Cloud Glider
2017-05-08,1:03.749,Chim,,2,11.363,8.852,9.004,9.036,8.506,8.521,8.467,7-3-0-0-0-0-0,Baby Daisy,Biddybuggy
0-0-0-0-1-1-1,Leaf Tires,Cloud Glider
2017-05-10,1:03.413,Chim,,<1,11.318,8.801,8.963,8.942,8.448,8.442,8.499,7-3-0-0-0-0-0,Purple Inkling Boy,Biddybuggy
0-0-0-0-1-1-1,Leaf Tires,Cloud Glider
2017-05-10,1:03.163,Chim,,24,11.079,8.856,8.995,8.907,8.449,8.411,8.466,7-3-0-0-0-0-0,Purple Inkling Boy,Biddybuggy
0-0-0-0-1-1-1,Leaf Tires,Cloud Glider
2017-06-03,1:03.131,やさしいろうじん,,3,10.466,8.632,8.452,8.667,8.955,8.976,8.983,7-3-0-0-0-0-0,White Yoshi,Mr. Scooty
1-1-1-0-0-0-0,Leaf Tires,Cloud Glider
2017-06-06,1:03.041,Blue,,5,10.515,8.568,8.470,8.664,8.972,8.900,8.952,7-3-0-0-0-0-0,Blue Yoshi,Mr. Scooty
1-1-1-0-0-0-0,Leaf Tires,Cloud Glider
2017-06-11,1:02.981,Blue,,2,10.516,8.610,8.680,8.900,8.851,8.746,8.678,7-3-0-0-0-0-0,Blue Yoshi,Mr. Scooty
1-1-0-0-0-1-0,Leaf Tires,Cloud Glider
2017-06-13,1:02.935,Blue,,35,10.460,8.549,8.635,8.971,8.878,8.727,8.715,7-3-0-0-0-0-0,Blue Yoshi,Mr. Scooty
1-1-0-0-0-1-0,Leaf Tires,Cloud Glider
2017-07-18,1:02.819,Lyte,,109,10.373,8.606,8.338,8.613,8.831,8.847,9.211,7-3-0-0-0-0-0,Red Yoshi,Mr. Scooty
1-1-1-0-0-0-0,Button,Paper Glider
2017-11-04,1:02.748,vxlocity,,234,10.463,8.565,8.381,8.651,8.920,8.890,8.878,7-3-0-0-0-0-0,Daisy,Mr. Scooty
1-1-1-0-0-0-0,Button,Cloud Glider
2018-06-26,1:02.733,Kou,,3,10.488,8.648,8.394,8.624,8.861,8.892,8.826,7-3-0-0-0-0-0,Peach,Mr. Scooty
1-1-1-0-0-0-0,Button,Cloud Glider
2018-06-29,1:02.578,Darren,,69,10.452,8.569,8.614,8.873,8.830,8.653,8.587,7-3-0-0-0-0-0,Pink Yoshi,Mr. Scooty
1-1-0-0-0-1-0,Leaf Tires,Paper Glider
2018-09-06,1:02.567,Kou,,13,10.405,8.562,8.624,8.835,8.821,8.646,8.674,7-3-0-0-0-0-0,White Yoshi,Mr. Scooty
1-1-0-0-0-1-0,Leaf Tires,Paper Glider
2018-09-19,1:02.549,Kou,,12,10.412,8.608,8.614,8.834,8.786,8.632,8.663,7-3-0-0-0-0-0,White Yoshi,Mr. Scooty
1-1-0-0-0-1-0,Leaf Tires,Paper Glider
2018-10-01,1:02.538,Kou,,3,10.400,8.608,8.629,8.852,8.859,8.600,8.590,7-3-0-0-0-0-0,Pink Yoshi,Mr. Scooty
1-1-0-0-0-1-0,Leaf Tires,Paper Glider
2018-10-04,1:02.461,Kou,,57,10.417,8.579,8.608,8.780,8.832,8.621,8.624,7-3-0-0-0-0-0,Pink Yoshi,Mr. Scooty
1-1-0-0-0-1-0,Leaf Tires,Paper Glider
2018-11-30,1:02.450,Kou,,39,10.404,8.616,8.599,8.810,8.811,8.594,8.616,7-3-0-0-0-0-0,Yellow Yoshi,Mr. Scooty
1-1-0-0-0-1-0,Leaf Tires,Paper Glider
2019-01-08,1:02.373,Kou,,291,10.417,8.534,8.667,8.796,8.804,8.598,8.557,7-3-0-0-0-0-0,Yoshi,Mr. Scooty
1-1-0-0-0-1-0,Button,Paper Glider
2019-10-26,1:02.370,Thimo,,114,10.397,8.575,8.339,8.626,8.849,8.805,8.779,7-3-0-0-0-0-0,Waluigi,Mr. Scooty
1-1-1-0-0-0-0,Leaf Tires,Paper Glider
2020-02-17,1:02.352,alpha,,12,10.379,8.612,8.344,8.567,8.819,8.861,8.770,7-3-0-0-0-0-0,Waluigi,Mr. Scooty
1-1-1-0-0-0-0,Leaf Tires,Cloud Glider
2020-02-29,1:02.238,alpha,,559,10.395,8.572,8.352,8.569,8.789,8.758,8.803,7-3-0-0-0-0-0,Waluigi,Mr. Scooty
1-1-1-0-0-0-0,Leaf Tires,Cloud Glider
2021-09-10,1:02.199,JenZua,,163,10.349,8.565,8.626,8.741,8.851,8.493,8.574,7-3-0-0-0-0-0,Waluigi,Mr. Scooty
1-1-0-0-0-1-0,Leaf Tires,Cloud Glider
2022-02-20,1:02.197,JenZua,,<1,10.375,8.612,8.631,8.783,8.757,8.473,8.566,7-3-0-0-0-0-0,Waluigi,Mr. Scooty
1-1-0-0-0-1-0,Leaf Tires,Paper Glider
2022-02-20,1:02.142,JenZua,,359,10.337,8.570,8.655,8.745,8.801,8.451,8.583,7-3-0-0-0-0-0,Waluigi,Mr. Scooty
1-1-0-0-0-1-0,Leaf Tires,Paper Glider
2022-06-21,1:02.142,しののめ,,238,9.907,8.552,8.572,8.768,8.798,8.778,8.767,7-3-0-0-0-0-0,Waluigi,Mr. Scooty
2-1-0-0-0-0-0,Button,Paper Glider
